日期,开(亿元),高(亿元),低(亿元),收(亿元),量(亿),额(亿元),涨幅%,振幅%
20150105,69714.2,71674.7,69674.8,71447.3,748.32,8267.72,,
20150106,71237.2,72700.7,70525.3,72322.4,712.04,8192.09,1.22,3.04
20150107,72245.3,73236.1,71437.9,71839.3,559.1,6646.79,-0.67,2.49
20150108,71824.7,71968.8,69454.8,69578.1,534.29,6207.78,-3.15,3.5
20150109,69471.5,70636.3,68801.0,68892.9,570.82,6838.23,-0.98,2.64
20150112,68738.3,69122.4,66371.5,66894.8,460.67,5567.82,-2.9,3.99
20150113,66885.4,67323.3,65304.3,65528.4,354.16,4595.09,-2.04,3.02
20150114,65535.9,66008.0,63305.4,63760.0,361.5,4468.62,-2.7,4.12
20150115,63769.0,64353.4,63504.0,64353.4,407.51,5165.44,0.93,1.33
20150116,64384.4,65426.6,64384.4,64739.7,486.37,6117.38,0.6,1.62
20150119,61511.6,63675.8,60795.1,61290.0,594.74,6851.24,-5.33,4.45
20150120,61608.7,63309.7,61516.1,63065.6,536.98,6916.43,2.9,2.93
20150121,63558.9,66409.7,63482.0,66409.7,621.69,7908.03,5.3,4.64
20150122,66406.2,67248.6,66368.4,67209.8,545.2,6957.22,1.2,1.33
20150123,67329.2,68275.7,66679.3,67113.8,549.99,6963.21,-0.14,2.38
20150126,67165.6,67749.9,67017.9,67423.0,499.01,6281.41,0.46,1.09
20150127,67600.9,68034.9,66528.5,67582.1,577.41,7124.99,0.24,2.23
20150128,67085.8,67608.1,66035.9,66265.5,469.03,5932.81,-1.95,2.33
20150129,65395.5,66278.5,64382.7,64572.6,430.81,5157.57,-2.55,2.86
20150130,64904.6,65094.4,62532.1,62537.4,413.02,4973.75,-3.15,3.97
20150202,60922.5,61703.5,59904.0,60035.6,383.96,4560.27,-4.0,2.88
20150203,60566.5,60843.7,60020.5,60642.2,393.85,5057.13,1.01,1.37
20150204,60783.6,61345.9,59680.1,59711.0,404.83,5224.87,-1.54,2.75
20150205,60772.1,61018.3,59470.9,59485.2,481.76,6188.64,-0.38,2.59
20150206,59202.7,59634.5,57283.1,57666.3,396.74,4908.21,-3.06,3.95
20150209,57481.9,57859.2,56478.2,56657.0,326.12,4257.53,-1.75,2.39
20150210,56572.9,57113.9,55944.3,56369.8,301.66,3911.57,-0.51,2.06
20150211,56494.1,56858.7,55629.4,55769.7,300.41,4039.99,-1.06,2.18
20150212,55793.2,55976.0,55148.2,55207.6,327.71,4308.28,-1.01,1.48
20150213,55353.8,56393.3,55353.8,55953.4,427.56,5526.12,1.35,1.88
20150216,56138.6,56698.5,56138.6,56674.7,389.64,5319.17,1.29,1.0
20150217,56960.5,57368.7,56548.9,56701.2,376.9,5035.3,0.05,1.45
20150225,56748.9,57133.1,55815.4,56030.0,385.24,5087.75,-1.18,2.32
20150226,55905.8,57302.8,55904.8,57302.8,465.79,5866.85,2.27,2.5
20150227,57254.0,58308.6,57254.0,58114.8,480.28,6118.17,1.42,1.84
20150302,58713.4,60648.0,58655.6,60648.0,587.2,7832.56,4.36,3.43
20150303,60281.7,61799.5,60189.0,61509.9,634.16,8330.27,1.42,2.66
20150304,61608.4,62643.6,61608.4,62643.6,510.84,6823.0,1.84,1.68
20150305,62517.3,63300.1,62491.2,63300.1,543.77,7288.0,1.05,1.29
20150306,63370.2,63821.9,62399.7,62541.6,484.0,6427.21,-1.2,2.25
20150309,61996.4,63604.0,61914.0,63604.0,505.63,6456.86,1.7,2.7
20150310,63529.6,64463.0,63529.6,63967.4,480.17,6418.48,0.57,1.47
20150311,64883.9,65622.2,64274.9,64498.0,475.51,6341.47,0.83,2.11
20150312,64868.8,65396.8,64859.5,65365.9,554.69,7215.66,1.35,0.83
20150313,65653.5,66611.0,65653.5,66224.7,506.65,6607.98,1.31,1.46
20150316,66785.6,69887.1,66785.6,69887.1,651.9,8971.49,5.53,4.68
20150317,70451.0,73673.6,70451.0,73673.6,834.52,10980.24,5.42,4.61
20150318,73883.9,77738.3,73880.1,77738.3,865.76,11030.91,5.52,5.24
20150319,77765.1,80185.8,77553.7,80185.8,847.84,10875.07,3.15,3.39
20150320,80360.2,83259.7,80360.2,83257.5,813.33,11457.81,3.83,3.62
20150323,83552.2,87509.5,83552.2,87509.1,857.26,12067.52,5.11,4.75
20150324,87767.4,91317.3,87373.3,91317.3,1028.6,14153.09,4.35,4.51
20150325,91193.5,93627.4,90752.3,93146.8,853.69,12363.63,2.0,3.15
20150326,92817.2,94946.0,92055.3,93463.4,794.88,11795.23,0.34,3.1
20150327,93420.6,94235.7,93420.6,93622.6,644.63,9312.58,0.17,0.87
20150330,94284.2,96875.0,94284.2,96833.0,861.23,11982.43,3.43,2.77
20150331,97690.8,99548.6,97687.9,98226.8,877.9,12740.4,1.44,1.92
20150401,98338.5,100523.7,98338.5,100523.4,734.06,11092.16,2.34,2.22
20150402,101151.0,102472.5,100961.3,102472.5,799.65,12143.43,1.94,1.5
20150403,101842.4,104731.6,101728.8,104731.6,797.74,12370.93,2.2,2.93
20150407,105776.0,108466.4,105776.0,108466.4,913.41,13848.8,3.57,2.57
20150408,109163.6,110884.7,108309.4,110705.2,977.74,15238.7,2.06,2.37
20150409,111012.3,111624.9,109194.4,111386.8,928.89,14640.59,0.62,2.2
20150410,110599.8,113541.1,110369.4,113530.5,775.63,12312.75,1.92,2.85
20150413,114713.8,117037.2,114713.8,116835.2,921.36,14192.22,2.91,2.05
20150414,116726.5,119151.0,116167.5,117896.8,928.17,14224.77,0.91,2.55
20150415,117783.7,118553.4,115068.3,115070.0,919.86,13278.12,-2.4,2.96
20150416,113504.6,117995.7,113047.7,116728.0,807.17,11907.64,1.44,4.3
20150417,118345.4,120513.7,118345.4,120074.2,1032.23,15014.5,2.87,1.86
20150420,120127.5,123935.2,119004.2,121470.7,1223.23,17721.51,1.16,4.11
20150421,121541.9,124782.1,121541.9,124782.1,941.4,14095.07,2.73,2.67
20150422,125389.4,129491.3,125389.4,129491.3,1041.64,16267.25,3.77,3.29
20150423,130243.4,132017.91,130011.3,131550.0,1043.54,16490.37,1.59,1.55
20150424,129687.5,133014.3,129543.9,131989.41,979.26,15551.47,0.33,2.64
20150427,134035.5,136155.5,134035.5,135165.8,1013.46,16095.21,2.41,1.61
20150428,135105.7,136410.91,132308.7,133526.3,1098.93,16728.59,-1.21,3.03
20150429,133274.41,134805.8,132430.7,133432.11,790.0,12773.82,-0.07,1.78
20150430,133817.8,134993.11,131971.0,132005.0,800.17,13189.25,-1.07,2.26
20150504,132373.41,133680.8,131034.1,131534.11,755.29,12145.62,-0.36,2.0
20150505,131389.11,131882.11,125470.6,126128.6,870.46,13394.82,-4.11,4.87
20150506,127111.2,128150.4,122192.1,123404.2,745.62,12315.03,-2.16,4.72
20150507,122233.7,123196.0,117978.8,118097.1,617.87,9650.16,-4.3,4.23
20150508,120004.7,120758.5,117763.3,120426.5,649.13,10706.88,1.97,2.54
20150511,121709.8,125539.6,121412.2,125539.6,802.76,13814.02,4.25,3.43
20150512,125983.0,128933.6,125785.6,128933.6,852.56,15115.23,2.7,2.51
20150513,128498.7,130919.8,127945.3,129737.2,854.39,15099.75,0.62,2.31
20150514,129818.4,131147.91,129013.7,129552.7,783.22,13637.63,-0.14,1.65
20150515,128845.7,129334.6,127244.2,127564.9,746.06,13024.21,-1.53,1.61
20150518,127495.1,129661.7,126710.9,127402.7,670.77,12268.69,-0.13,2.31
20150519,127822.0,130848.7,127822.0,130781.3,750.74,13895.73,2.65,2.38
20150520,131737.11,135496.0,131737.11,133609.3,889.67,16184.31,2.16,2.87
20150521,134027.11,137549.8,134027.11,137547.91,816.82,15184.61,2.95,2.64
20150522,138859.2,141574.2,138668.41,141573.5,1087.14,19561.41,2.93,2.11
20150525,140544.7,148013.3,140405.11,148013.3,1100.81,19886.48,4.55,5.37
20150526,149410.61,155261.41,149410.61,155261.41,1148.17,21083.86,4.9,3.95
20150527,156081.7,158890.41,154442.3,158549.7,1122.52,21041.4,2.12,2.86
20150528,158236.2,162028.0,151484.3,151653.91,1300.45,23576.14,-4.35,6.65
20150529,152220.7,156523.8,146262.11,153560.7,1019.82,18525.1,1.26,6.77
20150601,155275.5,160997.61,155063.5,160997.61,954.69,17609.64,4.84,3.86
20150602,162315.0,166331.41,162040.11,166329.5,1016.66,19255.43,3.31,2.67
20150603,167423.2,169518.41,164436.7,167140.0,1015.58,19729.94,0.49,3.06
20150604,166843.41,168351.41,157549.7,167684.11,1072.47,19821.15,0.33,6.46
20150605,170981.91,173920.0,168594.41,172241.8,1213.03,22506.18,2.72,3.18
20150608,172126.8,175704.0,172126.8,175526.41,1271.95,22593.09,1.91,2.08
20150609,175312.0,178008.0,172909.7,175077.61,1074.6,19311.18,-0.26,2.9
20150610,174333.7,177044.3,171763.0,175410.3,953.55,18150.09,0.19,3.02
20150611,175106.0,177147.0,174042.0,175637.91,913.19,17942.02,0.13,1.77
20150612,176705.41,178474.91,176661.61,177385.0,1008.29,19625.76,0.99,1.03
20150615,178557.3,179877.91,174236.2,174811.8,1041.86,19929.76,-1.45,3.18
20150616,171677.3,173554.3,165363.61,167018.0,901.39,16985.74,-4.46,4.69
20150617,167389.0,169211.91,162585.7,168624.2,846.78,15341.14,0.96,3.97
20150618,167188.41,169407.41,159973.8,160306.3,794.44,14592.49,-4.93,5.59
20150619,155942.61,158890.0,147560.2,147615.8,739.4,12841.5,-7.92,7.07
20150623,147607.2,148973.5,139060.8,148012.61,763.47,12956.97,0.27,6.72
20150624,148390.0,152424.7,147175.11,150831.8,872.8,14882.28,1.9,3.55
20150625,151145.5,151839.91,142888.3,144884.11,902.25,15480.02,-3.94,5.93
20150626,139082.41,142003.3,132250.3,132823.7,856.17,13400.36,-8.32,6.73
20150629,135204.3,135943.3,123767.3,127238.9,1028.9,15324.65,-4.2,9.17
20150630,124947.1,136434.3,120476.2,136417.11,1104.83,16599.39,7.21,12.54
20150701,135500.0,139983.61,129039.6,129604.6,944.76,15270.04,-4.99,8.02
20150702,129371.9,130454.5,120540.6,122360.0,903.65,12859.32,-5.59,7.65
20150703,119329.0,124147.5,114120.4,114948.3,859.62,11501.94,-6.06,8.19
20150706,122966.2,122966.2,112461.6,116585.0,1223.14,15494.46,1.42,9.14
20150707,111864.1,113958.8,109663.8,112429.0,923.95,10759.49,-3.56,3.68
20150708,106158.2,110022.9,105840.2,109861.6,986.45,11135.17,-2.28,3.72
20150709,108607.5,117792.1,107849.2,116728.7,860.98,9489.18,6.25,9.05
20150710,118326.6,125430.9,118193.3,122624.5,743.05,9261.72,5.05,6.2
20150713,122623.9,130153.3,122623.9,128164.5,873.64,11714.86,4.52,6.14
20150714,128660.0,133222.0,127063.7,128492.9,952.7,13195.49,0.26,4.8
20150715,127121.4,128856.8,121963.1,122651.0,943.55,12440.7,-4.55,5.37
20150716,119657.8,127592.3,117965.5,122993.1,814.17,10764.92,0.28,7.85
20150717,124363.3,128717.2,123638.7,127752.0,786.43,10994.02,3.87,4.13
20150720,128200.1,132398.61,127908.8,129447.2,895.28,13185.64,1.33,3.51
20150721,127981.5,131404.91,126853.7,129935.1,815.21,12059.86,0.38,3.52
20150722,129603.5,131885.5,127626.7,130249.7,853.75,12827.59,0.24,3.28
20150723,130337.2,134072.61,130337.2,133867.61,928.39,13966.16,2.78,2.87
20150724,133902.5,136979.3,131341.2,132649.5,1026.04,15857.23,-0.91,4.21
20150729,122065.7,123684.1,116370.6,123674.6,728.64,10791.71,-6.77,5.51
20150730,122568.2,125340.2,118379.3,119013.8,755.56,11554.6,-3.77,5.63
20150731,117623.3,119249.6,113169.8,114891.0,584.75,8771.29,-3.46,5.11
20150803,112746.7,113895.0,107992.8,109646.3,605.95,8471.85,-4.56,5.14
20150804,110176.5,113382.2,109383.5,113382.2,622.86,9053.8,3.41,3.65
20150805,113081.4,115206.9,110273.0,110607.1,636.22,9592.0,-2.45,4.35
20150806,107905.4,110831.7,106553.8,107040.7,475.41,7065.14,-3.22,3.87
20150807,108777.3,110417.5,107460.7,108719.7,591.16,8933.37,1.57,2.76
20150810,110599.1,115295.9,110317.1,114910.2,818.16,12259.4,5.69,4.58
20150811,114911.0,117595.0,114788.4,116296.8,888.75,13340.52,1.21,2.44
20150812,114989.2,117707.5,114272.4,114357.7,725.9,11023.73,-1.67,2.95
20150813,113838.2,116554.6,112970.4,116554.6,715.4,10752.09,1.92,3.13
20150814,117794.0,118838.3,116399.7,117294.9,793.1,12202.72,0.64,2.09
20150817,116725.1,118832.2,116725.1,118796.3,785.78,11856.91,1.28,1.8
20150818,119157.1,119678.4,111388.9,111703.4,930.58,13882.04,-5.97,6.98
20150819,108364.3,114787.6,105991.2,114152.0,805.22,11452.78,2.19,7.87
20150820,112626.2,114145.5,108787.2,108919.4,672.57,9811.74,-4.58,4.69
20150821,106994.6,108516.3,101670.6,102039.5,628.4,8682.15,-6.32,6.29
20150824,97601.5,98218.4,92317.2,92324.7,526.11,6302.22,-9.52,5.78
20150825,86394.2,88968.7,84596.2,84701.7,568.17,6449.64,-8.26,4.74
20150826,84930.6,88448.0,81395.0,82702.7,790.77,8925.03,-2.36,8.33
20150827,85185.1,85979.0,80722.6,85979.0,670.49,7642.63,3.96,6.36
20150828,87436.0,91351.2,86841.5,91351.2,757.11,8983.9,6.25,5.25
20150831,91155.0,91155.0,88126.6,89088.2,662.8,7956.26,-2.48,3.32
20150901,88919.9,88919.9,83721.2,85047.7,677.34,7248.21,-4.54,5.84
20150902,84825.2,85772.5,80949.3,83293.5,695.88,7479.63,-2.06,5.67
20150907,84259.2,86572.5,81452.5,81965.4,523.81,6019.53,-1.59,6.15
20150908,81071.6,83307.2,78885.4,83247.8,454.5,5233.91,1.56,5.39
20150909,83798.4,86943.0,83555.5,86020.7,685.41,8437.14,3.33,4.07
20150910,84548.4,86278.7,83216.0,83512.8,497.38,6099.13,-2.92,3.56
20150911,83628.8,84284.6,81114.7,82170.0,413.95,5153.39,-1.61,3.8
20150914,82963.3,82973.0,76403.5,77481.4,585.72,6799.73,-5.71,8.0
20150915,76757.6,76757.6,71909.7,72258.2,446.3,4769.82,-6.74,6.26
20150916,72291.5,76114.2,71022.3,75859.0,510.84,5659.17,4.98,7.05
20150917,75853.6,77386.9,74430.6,74467.5,589.95,6971.91,-1.83,3.9
20150918,75376.7,75410.7,72771.0,73681.9,395.8,4718.58,-1.05,3.54
20150921,72578.4,75087.8,72578.4,75087.8,465.95,5725.02,1.91,3.41
20150922,75270.3,76410.3,75062.5,75295.3,537.64,6718.88,0.28,1.79
20150923,73823.5,75360.5,73216.3,73443.2,467.06,5783.96,-2.46,2.85
20150924,74104.4,74750.0,72566.2,73246.6,433.38,5498.28,-0.27,2.97
20150925,72743.3,73503.3,69593.1,70186.4,462.04,5610.72,-4.18,5.34
20150928,70381.3,70416.8,68885.6,69627.4,320.15,4039.61,-0.8,2.18
20150929,68408.1,69179.6,66788.7,67003.5,336.92,4203.71,-3.77,3.43
20150930,67673.7,67737.6,65574.8,65617.6,295.7,3707.13,-2.07,3.23
20151008,67863.5,68915.9,67543.7,67991.6,463.57,5866.28,3.62,2.09
20151009,67913.6,68992.4,67840.2,68836.3,475.63,5957.45,1.24,1.69
20151012,69345.9,73607.7,69282.6,73518.5,725.19,9235.92,6.8,6.28
20151013,72771.9,74779.8,72745.8,74779.8,590.83,7654.08,1.72,2.77
20151014,74575.8,75872.2,74060.1,74376.1,589.99,7683.25,-0.54,2.42
20151015,74138.1,77349.8,74138.1,77349.8,623.23,8248.18,4.0,4.32
20151016,78146.8,80355.2,78056.1,80355.2,750.8,9930.22,3.89,2.97
20151019,80815.2,82393.8,80604.1,81893.1,730.67,9955.41,1.91,2.23
20151020,81647.7,83769.8,81616.9,83769.8,646.38,9039.97,2.29,2.63
20151021,83731.8,84833.0,80261.1,81120.0,877.97,11705.05,-3.16,5.46
20151022,81276.9,84254.5,80841.1,84254.5,648.84,8919.75,3.86,4.21
20151023,85031.2,87452.2,84973.8,87356.8,723.98,10393.48,3.68,2.94
20151026,88521.8,89725.7,87682.6,88918.0,755.17,11053.98,1.79,2.34
20151027,87831.7,90119.6,86139.2,89842.8,692.59,9917.77,1.04,4.48
20151028,89066.0,90799.5,86898.5,87343.4,633.65,9155.28,-2.78,4.34
20151029,88302.5,88350.0,86431.7,86763.6,515.97,7485.71,-0.66,2.2
20151030,86322.9,87259.9,85494.4,85704.3,537.61,8008.93,-1.22,2.03
20151102,83553.2,85930.9,82415.9,82677.8,503.5,7421.88,-3.53,4.1
20151103,83271.8,83528.1,80361.1,80952.0,415.93,6252.64,-2.09,3.83
20151104,81707.5,85984.8,81529.6,85984.8,676.55,9926.67,6.22,5.5
20151105,86138.1,90328.7,86138.1,89925.3,980.37,13721.82,4.58,4.87
20151106,90173.4,93836.7,90173.4,93836.7,805.01,11730.65,4.35,4.07
20151109,93570.4,98013.2,93570.4,97743.5,923.23,13667.47,4.16,4.73
20151110,97052.5,99905.8,97000.2,99466.6,829.1,12539.04,1.76,2.97
20151111,99590.6,101111.4,99308.1,101111.4,741.6,11402.3,1.65,1.81
20151112,101541.8,102221.7,100596.6,101608.0,763.77,12305.06,0.49,1.61
20151113,100175.6,101669.8,99415.3,99569.9,706.79,11364.53,-2.01,2.22
20151116,97723.4,100182.5,97723.4,100053.8,567.16,9076.83,0.49,2.47
20151117,101411.6,102999.9,99964.7,100232.0,785.32,12711.18,0.18,3.03
20151118,100268.3,100844.7,96931.8,97296.0,602.54,9422.35,-2.93,3.9
20151119,97610.8,98343.5,96603.3,98305.3,541.0,8587.81,1.04,1.79
20151120,98551.9,99886.7,98508.3,99316.8,674.07,10784.67,1.03,1.4
20151123,99533.6,100663.5,97742.5,98202.3,676.68,10718.78,-1.12,2.94
20151124,98103.8,98290.8,96734.0,97605.6,531.67,8577.45,-0.61,1.59
20151125,97615.9,98706.0,97589.2,98705.0,596.79,10186.79,1.13,1.14
20151126,99331.9,99878.7,97796.7,98054.1,655.21,11054.28,-0.66,2.11
20151127,97584.3,97977.6,91593.0,92496.5,723.51,11411.24,-5.67,6.51
20151130,92821.3,93826.2,88162.1,92763.0,625.97,9813.29,0.29,6.12
20151201,92413.8,93380.9,90400.0,91348.7,519.9,8405.02,-1.52,3.21
20151202,90983.3,91389.9,88899.9,90471.6,563.66,8370.73,-0.96,2.73
20151203,90570.6,91928.4,90548.0,91339.4,528.93,7940.23,0.96,1.53
20151204,90772.4,91907.2,89228.6,89684.0,518.03,8213.17,-1.81,2.93
20151207,90107.3,90458.1,88583.9,89313.8,453.56,7486.7,-0.41,2.09
20151208,88692.8,89100.5,86517.0,86641.3,483.68,7872.1,-2.99,2.89
20151209,86145.9,86767.9,84758.0,85058.5,426.28,7163.03,-1.83,2.32
20151210,85086.7,85931.6,83372.6,83608.5,427.12,7271.36,-1.7,3.01
20151211,83105.1,83462.3,81217.4,81330.7,385.63,6313.14,-2.72,2.69
20151214,80392.7,81951.7,80019.4,81951.7,428.29,6706.99,0.76,2.38
20151215,82085.6,83095.4,81535.1,81739.2,426.79,7130.92,-0.26,1.9
20151216,81864.0,82529.9,81032.6,81236.7,427.33,7267.63,-0.61,1.83
20151217,82026.0,84356.1,81995.8,84356.1,610.01,9944.52,3.84,2.91
20151218,84305.4,85489.6,84237.1,84758.2,577.53,9572.66,0.48,1.48
20151221,84581.6,86294.4,84581.6,86248.3,595.76,9406.97,1.76,2.02
20151222,86553.7,87205.6,86301.7,86958.5,546.94,8722.08,0.82,1.05
20151223,87008.0,87809.0,86407.9,86757.9,607.81,9945.49,-0.23,1.61
20151224,86449.5,86762.4,84996.4,85529.1,458.06,7476.92,-1.42,2.04
20151225,85742.2,86160.9,84160.2,84626.8,410.55,6824.71,-1.05,2.34
20151228,85086.5,85460.5,82832.2,82855.7,544.08,8927.89,-2.09,3.11
20151229,82884.0,83331.4,81581.2,82444.4,394.11,6568.53,-0.5,2.11
20151230,82726.9,83174.1,81714.2,82309.8,411.63,7094.43,-0.16,1.77
20151231,82158.8,82545.0,79814.8,79876.6,397.7,6853.22,-2.96,3.32
20160104,79724.3,79836.3,72946.4,72946.4,387.08,5944.97,-8.68,8.63
20160105,69817.6,73827.7,69671.6,72545.0,558.32,8093.13,-0.55,5.7
20160106,73133.7,74160.1,72591.6,74160.1,490.24,6979.17,2.23,2.16
20160107,72493.3,72681.3,66112.2,66112.2,141.6,1874.67,-10.85,8.86
20160108,68270.1,69405.5,64511.1,67672.4,568.75,7594.27,2.36,7.4
20160111,65812.3,67374.1,63384.1,63483.7,529.91,6619.64,-6.19,5.9
20160112,63835.6,64366.6,62372.4,62990.5,423.58,5494.87,-0.78,3.14
20160113,63101.4,63987.4,60078.2,60144.2,401.61,5176.98,-4.52,6.21
20160114,58125.5,62002.9,58125.5,61956.0,439.59,5509.03,3.01,6.45
20160115,61253.2,62254.1,58913.0,59345.9,418.13,5371.1,-4.21,5.39
20160118,58964.5,60578.3,58284.9,59619.7,356.69,4715.91,0.46,3.86
20160119,59475.3,61745.2,59337.7,61735.3,434.9,5819.89,3.55,4.04
20160120,61214.4,62595.6,60920.6,61135.6,444.42,5947.79,-0.97,2.71
20160121,60312.4,61452.4,58184.5,58203.4,400.04,5350.17,-4.8,5.35
20160122,59343.1,59351.3,57242.8,58350.7,336.54,4455.27,0.25,3.62
20160125,58945.8,59311.5,57304.6,57840.3,316.99,4220.88,-0.87,3.44
20160126,57024.0,57245.3,53394.4,53669.8,422.97,5218.43,-7.21,6.66
20160127,53980.0,53980.0,50886.3,53344.9,435.21,5090.69,-0.61,5.76
20160128,52513.7,53293.4,50031.3,50329.5,338.69,3985.29,-5.65,6.12
20160129,50317.2,52166.1,50045.7,51745.7,366.07,4277.62,2.81,4.21
20160201,51471.2,52004.4,49458.1,50202.9,308.98,3697.36,-2.98,4.92
20160202,50339.1,52044.1,50315.0,51336.3,324.61,4025.41,2.26,3.44
20160203,50636.5,51171.6,49819.1,50755.3,306.21,3753.3,-1.13,2.63
20160204,50994.7,52258.8,50994.7,51501.4,348.88,4411.08,1.47,2.49
20160205,51641.3,51841.7,50041.6,50078.4,287.54,3627.42,-2.76,3.5
20160215,48614.0,49663.9,48614.0,49204.5,265.58,3282.29,-1.75,2.1
20160216,49609.4,51478.5,49590.5,51449.1,394.79,4993.16,4.56,3.84
20160217,51375.1,52854.1,51358.9,52854.1,446.36,5687.66,2.73,2.91
20160218,53317.4,53911.6,53135.9,53373.9,454.84,5895.51,0.98,1.47
20160219,53226.1,53908.2,52867.2,53357.6,352.62,4805.71,-0.03,1.95
20160222,53767.1,55205.1,53767.1,55204.7,466.63,6010.14,3.46,2.7
20160223,55150.2,55596.8,54355.9,55204.1,426.75,5721.65,-0.0,2.25
20160224,54923.3,55882.7,54453.0,55804.7,434.45,5796.49,1.09,2.59
20160225,55642.7,55698.9,52536.5,52789.3,538.15,6648.41,-5.4,5.67
20160226,53452.6,53657.6,51558.7,52619.5,398.28,4855.26,-0.32,3.98
20160229,52111.8,52218.8,49248.8,49771.6,414.53,4607.77,-5.41,5.64
20160301,49661.3,51147.5,48768.9,50820.9,396.26,4618.63,2.11,4.78
20160302,50719.9,54255.1,50719.9,54253.6,539.13,6123.95,6.75,6.96
20160303,54266.2,56273.9,54259.1,55399.0,574.94,6626.91,2.11,3.71
20160304,55078.1,55841.6,53703.1,54805.9,571.86,6398.64,-1.07,3.86
20160307,55699.2,56809.2,55012.9,55575.3,415.29,4780.2,1.4,3.28
20160308,55374.6,55844.9,53702.5,55844.9,463.45,5320.49,0.49,3.85
20160309,54215.7,55501.0,53501.3,53838.9,362.94,4261.05,-3.59,3.58
20160310,53823.3,54253.8,51637.2,51740.6,289.35,3545.91,-3.9,4.86
20160311,51077.6,51598.2,49902.6,50293.4,253.71,3037.35,-2.8,3.28
20160314,51054.3,52735.9,50912.7,52088.4,400.29,5031.91,3.57,3.63
20160315,51858.9,52333.0,50927.8,51219.3,334.23,4274.31,-1.67,2.7
20160316,51643.9,51738.4,50377.1,50423.7,344.44,4229.35,-1.55,2.66
20160317,50733.5,52646.7,50455.8,52646.7,432.32,5713.94,4.41,4.34
20160318,52862.0,56738.9,52862.0,56738.9,629.52,8158.04,7.77,7.36
20160321,57669.8,60932.8,57645.2,60932.8,688.87,9024.26,7.39,5.79
20160322,60170.5,62056.0,60140.8,61727.5,548.36,7562.61,1.3,3.14
20160323,61526.0,62822.2,61498.4,62822.2,463.95,6695.59,1.77,2.14
20160324,62018.2,63404.2,61841.2,62375.5,506.41,7370.18,-0.71,2.49
20160325,62402.5,63169.3,61283.4,62105.5,384.27,5528.47,-0.43,3.02
20160328,62592.3,63437.3,61271.0,61629.3,440.87,6252.2,-0.77,3.49
20160329,61472.8,61706.0,59434.6,59939.6,389.1,5368.2,-2.74,3.69
20160330,60467.9,62117.7,60467.9,62117.7,439.87,6275.43,3.63,2.75
20160331,62552.6,63393.0,62454.1,62661.5,470.15,6961.26,0.88,1.51
20160401,62576.8,62706.7,61207.6,61975.9,421.33,5822.77,-1.09,2.39
20160405,62068.5,64174.3,62063.5,64173.0,518.56,7127.92,3.55,3.41
20160406,63794.7,64988.1,63794.7,64704.1,492.24,7006.37,0.83,1.86
20160407,64715.9,65056.7,63881.1,63932.5,486.02,6978.27,-1.19,1.82
20160408,63264.4,63815.9,61950.9,62885.8,409.07,5842.68,-1.64,2.92
20160411,63290.4,65046.4,63290.4,64286.9,464.82,6666.66,2.23,2.79
20160412,64085.2,64466.0,62538.3,63270.8,399.2,5818.94,-1.58,3.0
20160413,63878.4,65938.8,63816.5,65484.1,619.24,8226.43,3.5,3.35
20160414,65907.3,66240.1,65032.4,65801.1,448.09,6240.46,0.48,1.84
20160415,65811.8,66089.5,64658.5,65115.1,407.23,5848.76,-1.04,2.17
20160418,64417.9,64543.3,63381.5,63491.8,391.21,5564.68,-2.49,1.78
20160419,63496.3,64104.0,62411.2,62810.8,344.43,5053.22,-1.07,2.67
20160420,63074.2,63103.9,59707.5,61440.2,586.03,7994.24,-2.18,5.41
20160421,61238.8,61677.8,59924.1,60073.7,402.23,5413.92,-2.22,2.85
20160422,59509.0,60348.7,58844.6,59222.6,307.31,4219.21,-1.42,2.5
20160425,58923.9,58951.3,57525.0,57559.4,279.4,3905.82,-2.81,2.41
20160426,57569.3,58032.3,56256.9,56951.5,268.55,3815.49,-1.06,3.08
20160427,57031.8,57315.2,55669.6,55809.3,299.77,4274.92,-2.01,2.89
20160428,55892.1,55902.5,54170.8,54929.4,307.87,4309.32,-1.58,3.1
20160429,54641.7,55150.1,53692.8,53721.9,249.23,3661.07,-2.2,2.65
20160503,53730.7,55377.4,53538.6,55377.4,371.42,5368.02,3.08,3.42
20160504,55137.1,55953.4,55136.0,55376.9,370.41,5349.11,-0.0,1.48
20160505,55244.7,55710.9,54744.4,55237.9,325.1,4737.56,-0.25,1.75
20160506,55243.4,55542.3,53850.4,53970.8,465.05,6609.25,-2.29,3.06
20160509,53327.6,53384.9,51553.3,51876.7,381.19,4987.71,-3.88,3.39
20160510,51790.1,52101.8,50314.8,50599.2,257.09,3460.38,-2.46,3.44
20160511,50981.7,50997.1,49577.7,49591.7,289.09,3924.84,-1.99,2.81
20160512,48655.7,49355.6,48260.5,48980.8,291.65,3797.82,-1.23,2.21
20160513,48738.3,49517.3,47702.7,48022.8,256.29,3470.85,-1.96,3.7
20160516,48029.1,48423.0,47783.0,48314.1,263.26,3616.19,0.61,1.33
20160517,48398.8,48574.5,47861.7,47992.6,300.55,4306.14,-0.67,1.48
20160518,47927.7,47927.7,45915.6,46613.6,317.25,4158.75,-2.87,4.19
20160519,46554.9,47550.6,46251.9,46367.9,267.5,3752.51,-0.53,2.79
20160520,45857.6,46666.3,45611.8,46251.0,258.07,3654.23,-0.25,2.27
